Student_ID,College,Year_of_Study,Branch,CGPA,Backlogs_Active,Primary_Domain,Languages_Known,Frameworks_Known,LeetCode_Easy_Solved,LeetCode_Medium_Solved,LeetCode_Hard_Solved,Total_LeetCode_Solved,DSA_Consistency_Score_0to1,Daily_Coding_Streak_Days,Competitive_Programming_Tier,Number_of_Internships,Best_Internship_Quality,Number_of_Projects,Best_Project_Type,GitHub_Commit_Activity,Open_Source_PRs_Merged,System_Design_Level,System_Design_Books_Read,OS_Networking_Knowledge,Communication_Skill,Attitude_Towards_Prep,Mock_Interviews_Done,Behavioral_Prep_Level,Reading_Habits,Certifications,Hackathon_Wins,LinkedIn_Followers,Tech_Blog_Posts_Written,Resume_Quality,Referral_Status,Networking_Effort,Consistency_Score_0to1,Interview_Rounds_Cleared,Final_Offer_Status,FAANG_Ready_Label
T3CS1093,RJIT Gwalior,3,CSE,8.23,1,ML/AI,"SQL, TypeScript, Go, Java, Python","TensorFlow, Django, Spring Boot, Next.js",160,175,46,381,0.58,314,Specialist (CF),3,Service Company (Tier-2),6,Original Team,Monthly,0,Surface knowledge,None,Strong,Poor,Neutral,10,Basic (STAR method),Occasional,Coursera Specialization,0,4928,5,ATS Optimized,Yes - Strong Referral,None,0.41,1,No Offer,No
T3CS1094,LNCT Bhopal,2,CSE,7.81,0,Cybersecurity,"Go, C++","FastAPI, React",51,77,19,147,0.13,12,LeetCode Knight,0,MAANG/FAANG Adjacent,4,Open Source Contrib,Rarely,50,No idea,Grokking + DDIA,Weak,Poor,Motivated,15,None,Rarely,Azure Fundamentals,5,1054,1,Weak,Alumni Referral,Strong Network,0.74,0,No Offer,No
T3CS1095,Shri Vaishnav Institute,3,CSE,6.54,1,Android/iOS,"Python, Go, Rust","TensorFlow, Flutter, Node.js",154,18,75,247,0.4,245,LeetCode Guardian,1,Open Source Contribution Only,9,Original Solo,Daily,5,Knows basics,DDIA,Strong,Excellent,Motivated,15,Basic (STAR method),Daily Tech Reading,Coursera Specialization,0,1900,1,No Resume Yet,Yes - Weak Referral,Strong Network,0.39,0,No Offer,No
T3CS1096,RGPV Bhopal,3,CSE,6.29,0,Systems,"JavaScript, Python, SQL",Flutter,20,0,7,27,0.11,73,Expert (CF),0,Startup (<10 emp),1,Open Source Contrib,None,15,Not started,DDIA,Moderate,Below Average,Motivated,0,Basic (STAR method),Never,Coursera Specialization,0,1457,0,No Resume Yet,Yes - Weak Referral,None,0.47,2,No Offer,No
T3CS1097,Renaissance College,2,CSE,6.49,0,Android/iOS,"Rust, JavaScript, Go, Bash, Python","Flutter, TensorFlow, Node.js, React",105,219,32,356,0.42,197,Top 10% LeetCode,1,Product Company,4,Production Deployed,Rarely,5,Knows basics,DDIA,Weak,Excellent,Neutral,30,Practiced 30+,Never,None,0,1399,0,Good but not ATS,Professor Referral,Passive (just LinkedIn),0.86,2,No Offer,No
T3CS1098,Malwa Institute,4,CSE,6.34,0,Backend,"Bash, Go, C++","Django, FastAPI, Express, Node.js, PyTorch, Spring Boot",75,30,48,153,0.57,151,Newbie,1,Mid Startup (50-200),5,Original Team,Monthly,50,Surface knowledge,Grokking SD,Strong,Good,Motivated,7,Practiced 10+,Never,Multiple Certs,0,3415,0,Good but not ATS,Alumni Referral,Active Outreach,0.85,0,Offer from Mid Company,No
T3CS1099,SGSITS Indore,2,CSE,9.01,0,Systems,"Rust, Java, Go",PyTorch,92,104,16,212,0.16,0,Pupil,1,No Internship,1,Production Deployed,Monthly,3,Not started,Grokking SD,Weak,Average,Neutral,10,Basic (STAR method),Books (DSA/System Design),Meta Frontend Cert,0,442,3,ATS Optimized + Strong,No Referral,None,0.61,0,No Offer,No
T3CS1100,Truba Institute,4,CSE,7.08,1,Android/iOS,"Kotlin, Bash, JavaScript, TypeScript","Next.js, Flutter, Spring Boot",141,161,28,330,0.35,64,LeetCode Knight (near),1,Service Company (Tier-3),6,Production Deployed,Daily,10,Knows basics well,Grokking SD,Moderate,Good,Neutral,5,Fully Prepped,Daily Tech Reading,Multiple Certs,0,3650,0,Average,Professor Referral,Active Outreach,0.91,0,No Offer,No
T3CS1101,Acropolis Institute,3,CSE,5.76,0,Systems,"TypeScript, Java, Rust, Kotlin",Node.js,222,202,46,470,0.4,366,Expert (CF),1,Service Company (Tier-3),6,Original Team,Rarely,3,Surface knowledge,None,Moderate,Good,Motivated,3,Practiced 10+,Weekly Tech Blogs,Meta Frontend Cert,5,4652,0,Weak,Professor Referral,Passive (just LinkedIn),1.0,4,No Offer,No
T3CS1102,Malwa Institute,3,CSE,9.86,0,Data Engineering,"Go, Rust, Bash, Kotlin, SQL, Java, TypeScript","PyTorch, Next.js, Node.js, Express, FastAPI",119,137,61,317,0.63,436,LeetCode Guardian,2,Service Company (Tier-3),5,Production Deployed,Weekly,50,Not started,None,Weak,Average,Neutral,2,Practiced 10+,Occasional,Azure Fundamentals,0,1178,0,ATS Optimized + Strong,No Referral,None,0.42,0,No Offer,No
T3CS1103,Truba Institute,3,CSE,9.48,4,Backend,"C++, Go","TensorFlow, Flutter, Next.js",82,56,1,139,0.18,221,Unrated/NA,2,No Internship,4,Research Project,Daily,2,Knows basics,None,Moderate,Good,Highly Motivated,1,Practiced 10+,Daily Tech Reading,Azure Fundamentals,0,4458,0,No Resume Yet,Alumni Referral,Strong Network,0.48,1,No Offer,No
T3CS1104,SIRT Bhopal,4,CSE,9.67,0,Backend,"Java, JavaScript, SQL, Bash","Spring Boot, FastAPI, Next.js, TensorFlow",165,47,40,252,0.34,192,Master,3,Product Company,5,Original Team,Daily,15,Not started,Grokking SD,None,Below Average,Neutral,15,Practiced 10+,Rarely,Azure Fundamentals,5,1257,0,ATS Optimized + Strong,No Referral,None,0.78,0,No Offer,No
T3CS1105,Malwa Institute,4,CSE,9.98,0,Data Engineering,Rust,"FastAPI, PyTorch, Node.js",109,30,1,140,0.33,93,Master,1,Product Company,3,Production Deployed,Daily,50,Knows basics well,None,Weak,Good,Motivated,2,Basic (STAR method),Daily Tech Reading,GCP Associate,0,3634,10,ATS Optimized,Alumni Referral,None,0.77,0,No Offer,No
T3CS1106,SAGE University,4,CSE,6.28,0,Cybersecurity,"JavaScript, Go, Python, Rust, Java, SQL","Flutter, React",188,210,49,447,0.2,160,Top 10% LeetCode,2,Startup (<10 emp),6,Team Clone,Monthly,0,Surface knowledge,None,Weak,Average,Low Effort,7,None,Rarely,Azure Fundamentals,3,1841,3,No Resume Yet,Professor Referral,Active Outreach,0.74,0,No Offer,No
T3CS1107,LNCT Bhopal,4,CSE,7.28,0,Backend,"Rust, Java","FastAPI, Flutter",167,147,90,404,0.16,68,Candidate Master,0,Service Company (Tier-2),3,Research Project,Daily,50,Knows basics,None,None,Below Average,Motivated,7,None,Rarely,Multiple Certs,2,2309,0,Good but not ATS,Alumni Referral,Strong Network,0.75,3,Offer from Startup,No
T3CS1108,IES IPS Academy,3,CSE,8.91,0,ML/AI,Kotlin,Flutter,98,16,0,114,0.12,72,Top 25% LeetCode,2,Open Source Contribution Only,1,Original Solo,None,50,Knows basics,None,Moderate,Poor,Highly Motivated,0,Fully Prepped,Daily Tech Reading,Coursera Specialization,1,910,20,Weak,No Referral,Passive (just LinkedIn),0.66,3,No Offer,No
T3CS1109,Bansal College,4,CSE,8.63,2,Systems,"JavaScript, TypeScript, SQL, Go, Java","TensorFlow, Django",63,132,57,252,0.26,88,Newbie,0,Service Company (Tier-2),1,Production Deployed,None,5,Can design distributed systems,Grokking SD,Strong,Good,Motivated,5,Basic (STAR method),Never,Meta Frontend Cert,0,4340,20,ATS Optimized + Strong,No Referral,Active Outreach,0.58,1,Offer from Product Company,No
T3CS1110,SGSITS Indore,3,CSE,6.19,0,Data Engineering,"Kotlin, Go, C++",PyTorch,133,82,41,256,0.15,68,Top 10% LeetCode,2,Open Source Contribution Only,4,Team Clone,Monthly,10,No idea,None,Weak,Average,Neutral,20,Practiced 30+,Never,Multiple Certs,3,4637,5,Weak,No Referral,Passive (just LinkedIn),0.37,0,FAANG Offer,Yes
T3CS1111,TIT Bhopal,4,CSE,9.17,0,Cybersecurity,"SQL, Rust","FastAPI, PyTorch, Next.js",70,199,51,320,0.38,184,Pupil,0,Product Company,4,Original Solo,None,10,Surface knowledge,None,Weak,Poor,Highly Motivated,1,Basic (STAR method),Occasional,Azure Fundamentals,5,4009,1,Average,Yes - Weak Referral,Passive (just LinkedIn),0.7,4,No Offer,No
T3CS1112,Malwa Institute,3,CSE,6.51,1,Systems,"TypeScript, Java",React,80,12,11,103,0.2,0,Master,2,Product Company,1,Research Project,None,10,Not started,None,None,Below Average,Low Effort,2,None,Occasional,GCP Associate,2,2169,0,Average,No Referral,None,0.93,3,FAANG Offer (Deferred),Yes
T3CS1113,NRI Institute,3,CSE,6.51,1,DevOps,"JavaScript, Java, Go",Django,0,0,13,13,0.16,0,Specialist (CF),2,Mid Startup (50-200),2,Open Source Contrib,Monthly,50,Can design distributed systems,None,None,Average,Motivated,0,Practiced 30+,Books (DSA/System Design),None,0,2172,20,ATS Optimized + Strong,Professor Referral,Strong Network,0.38,1,No Offer,No
T3CS1114,Chameli Devi Group,3,CSE,7.92,0,Backend,"Bash, Kotlin, SQL",React,39,38,0,77,0.26,152,Unrated/NA,0,Service Company (Tier-2),2,Original Solo,Monthly,3,Knows basics well,Grokking SD,None,Below Average,Low Effort,10,Basic (STAR method),Daily Tech Reading,Coursera Specialization,0,123,0,Good but not ATS,Yes - Strong Referral,Strong Network,0.73,5,No Offer,No
T3CS1115,Acropolis Institute,3,CSE,8.17,0,Data Engineering,"JavaScript, SQL, Kotlin, Bash","Django, Node.js",180,33,14,227,0.39,119,Top 25% LeetCode,1,No Internship,8,Production Deployed,Weekly,10,Surface knowledge,Grokking SD,Moderate,Below Average,Low Effort,0,None,Never,None,3,3158,3,Weak,Yes - Strong Referral,None,0.69,0,No Offer,No
T3CS1116,Medicaps University,2,CSE,8.11,0,Cybersecurity,"Java, TypeScript, JavaScript, Rust, Bash","Express, Django, Node.js",25,85,0,110,0.14,173,Top 25% LeetCode,0,No Internship,3,Open Source Contrib,None,0,Knows basics,Grokking SD,Moderate,Good,Neutral,20,Practiced 30+,Weekly Tech Blogs,Coursera Specialization,0,785,0,ATS Optimized,Yes - Weak Referral,Passive (just LinkedIn),0.39,0,No Offer,No
T3CS1117,Renaissance College,3,CSE,5.91,0,Cybersecurity,"TypeScript, Bash","React, Spring Boot, Flutter, FastAPI",46,21,50,117,0.53,60,LeetCode Knight (near),2,No Internship,5,Team Clone,Daily,15,Knows basics well,Grokking SD,Moderate,Below Average,Motivated,5,Basic (STAR method),Books (DSA/System Design),Coursera Specialization,2,2416,3,Average,No Referral,Passive (just LinkedIn),0.89,2,No Offer,No
T3CS1118,Chameli Devi Group,3,CSE,9.45,0,Data Engineering,Go,Flutter,134,32,33,199,0.17,37,Expert (CF),2,MAANG/FAANG Adjacent,2,Team Clone,Daily,20,Surface knowledge,None,Weak,Poor,Passive,30,Basic (STAR method),Rarely,Azure Fundamentals,3,796,15,Weak,Professor Referral,None,0.56,3,FAANG Offer (Deferred),Yes
T3CS1119,IES IPS Academy,4,CSE,6.7,1,Cybersecurity,"JavaScript, SQL, TypeScript","Spring Boot, React, Next.js, FastAPI",161,140,73,374,0.91,259,Unrated/NA,0,Open Source Contribution Only,10,Team Clone,Weekly,1,Not started,Grokking + DDIA,Strong,Excellent,Neutral,30,None,Daily Tech Reading,Google ML Crash Course,0,4172,0,ATS Optimized + Strong,Yes - Weak Referral,Active Outreach,0.38,4,Offer from Mid Company,No
T3CS1120,Chameli Devi Group,2,CSE,6.08,0,Data Engineering,"Rust, Go, Bash, Java",Next.js,109,35,29,173,0.37,112,Top 25% LeetCode,2,Service Company (Tier-3),1,Open Source Contrib,Weekly,5,Knows basics,None,Moderate,Average,Neutral,10,None,Daily Tech Reading,None,0,4154,15,Good but not ATS,Alumni Referral,Passive (just LinkedIn),0.63,2,No Offer,No
T3CS1121,IIST Indore,4,CSE,9.5,0,Android/iOS,"Rust, Bash, TypeScript","TensorFlow, Express",181,23,43,247,0.32,187,Master,1,No Internship,5,Solo Clone,Monthly,50,Not started,DDIA,Weak,Good,Passive,30,Practiced 30+,Books (DSA/System Design),Meta Frontend Cert,1,1936,0,No Resume Yet,Alumni Referral,Active Outreach,0.41,4,Offer from Product Company,No
T3CS1122,RJIT Gwalior,2,CSE,9.8,1,Backend,TypeScript,"Express, Spring Boot",61,62,0,123,0.17,0,Candidate Master,2,Open Source Contribution Only,4,Original Team,Monthly,50,Not started,Grokking + DDIA,Moderate,Average,Neutral,20,Practiced 30+,Books (DSA/System Design),GCP Associate,1,2156,5,Average,Professor Referral,None,0.41,1,No Offer,No
T3CS1123,Acropolis Institute,3,CSE,9.38,0,ML/AI,"Bash, C++, Rust","Django, React",107,130,30,267,0.17,82,LeetCode Guardian,3,No Internship,4,Original Team,None,0,Knows basics,None,Weak,Poor,Highly Motivated,1,Basic (STAR method),Books (DSA/System Design),Multiple Certs,0,3807,3,Good but not ATS,Yes - Weak Referral,Passive (just LinkedIn),0.52,1,No Offer,No
T3CS1124,Bansal College,3,CSE,9.14,1,Backend,"JavaScript, Java, TypeScript, Python","Flutter, FastAPI, Node.js",219,170,68,457,0.43,57,Specialist (CF),3,Mid Startup (50-200),4,Original Team,Weekly,1,Surface knowledge,None,Weak,Excellent,Passive,30,Basic (STAR method),Rarely,Azure Fundamentals,0,1301,0,Good but not ATS,Yes - Weak Referral,Passive (just LinkedIn),0.6,4,No Offer,No
T3CS1125,Medicaps University,4,CSE,8.45,0,Cybersecurity,"C++, Java","Spring Boot, Express, React, Django, Node.js",165,192,53,410,0.44,282,Specialist (CF),2,Open Source Contribution Only,5,Original Team,Daily,10,Knows basics,None,Strong,Below Average,Highly Motivated,20,Basic (STAR method),Weekly Tech Blogs,Azure Fundamentals,0,4163,5,No Resume Yet,Alumni Referral,Passive (just LinkedIn),0.76,1,Offer from Startup,No
T3CS1126,Shri Vaishnav Institute,3,CSE,7.98,0,Backend,"Kotlin, Python, Java, JavaScript, TypeScript, Rust, C++","Flutter, FastAPI, Next.js",173,129,27,329,0.43,113,Candidate Master,0,Mid Startup (50-200),6,Production Deployed,Daily,10,Surface knowledge,Grokking SD,None,Average,Neutral,0,Practiced 30+,Weekly Tech Blogs,GCP Associate,0,3140,0,ATS Optimized,No Referral,Passive (just LinkedIn),0.61,1,No Offer,No
T3CS1127,SAGE University,4,CSE,5.89,0,Android/iOS,"Bash, Python, Java",Express,93,72,0,165,0.11,0,Master,2,No Internship,1,Original Team,Weekly,20,Surface knowledge,None,Moderate,Below Average,Passive,30,None,Daily Tech Reading,Google ML Crash Course,1,3236,15,Good but not ATS,No Referral,Active Outreach,0.6,3,No Offer,No
T3CS1128,SAGE University,4,CSE,7.34,0,DevOps,"Bash, Python, C++, Kotlin",Spring Boot,81,31,0,112,0.38,128,Pupil,0,Open Source Contribution Only,7,Original Team,Monthly,2,No idea,Multiple SD Books,Moderate,Good,Low Effort,5,None,Books (DSA/System Design),None,5,2352,15,Good but not ATS,Yes - Strong Referral,None,0.53,0,No Offer,No
T3CS1129,SGSITS Indore,3,CSE,7.18,0,DevOps,"Java, Kotlin, C++, TypeScript","Next.js, PyTorch",128,91,63,282,0.38,74,LeetCode Guardian,3,Product Company,2,Original Team,Monthly,10,Knows basics well,None,Moderate,Good,Passive,3,Fully Prepped,Weekly Tech Blogs,AWS Certified,0,1932,0,Weak,Yes - Strong Referral,Passive (just LinkedIn),0.74,0,Offer from Product Company,No
T3CS1130,Oriental College,3,CSE,6.67,0,Data Engineering,"Rust, SQL, TypeScript, C++, JavaScript",Django,194,116,81,391,0.5,123,LeetCode Guardian,1,Product Company,3,Original Solo,Weekly,3,Surface knowledge,Multiple SD Books,Weak,Good,Motivated,5,Practiced 10+,Occasional,Meta Frontend Cert,0,2721,3,No Resume Yet,No Referral,Passive (just LinkedIn),0.32,2,Offer from Product Company,No
T3CS1131,Shri Vaishnav Institute,2,CSE,8.76,0,ML/AI,SQL,Flutter,121,0,30,151,0.33,0,LeetCode Guardian,1,Service Company (Tier-3),1,Original Solo,Rarely,10,Surface knowledge,DDIA,Weak,Below Average,Highly Motivated,7,Practiced 30+,Never,None,5,364,2,ATS Optimized + Strong,Alumni Referral,Active Outreach,0.25,0,No Offer,No
T3CS1132,SAGE University,3,CSE,7.73,0,Backend,Java,"Node.js, React, Django",77,195,46,318,0.17,54,Newbie,1,Product Company,4,Original Solo,Weekly,10,Knows basics well,None,None,Below Average,Highly Motivated,7,None,Occasional,Coursera Specialization,0,4916,20,ATS Optimized,Yes - Weak Referral,Passive (just LinkedIn),0.4,3,No Offer,No
T3CS1133,Truba Institute,3,CSE,5.86,0,Cybersecurity,"Java, Bash",Express,65,111,2,178,0.58,198,LeetCode Knight (near),1,Service Company (Tier-3),4,Original Solo,Weekly,3,Not started,DDIA,None,Excellent,Motivated,2,Practiced 30+,Books (DSA/System Design),Azure Fundamentals,5,2390,0,No Resume Yet,Professor Referral,Passive (just LinkedIn),0.74,2,No Offer,No
T3CS1134,RGPV Bhopal,3,CSE,6.49,0,DevOps,"JavaScript, C++, Kotlin","Next.js, FastAPI, Spring Boot",126,66,46,238,0.24,190,Top 10% LeetCode,0,No Internship,3,Open Source Contrib,Daily,5,Surface knowledge,Multiple SD Books,Strong,Good,Neutral,15,Practiced 30+,Rarely,None,1,946,3,Weak,Alumni Referral,Active Outreach,0.38,1,No Offer,No
T3CS1135,Bansal College,4,CSE,8.57,0,DevOps,"C++, SQL, Rust, Java, Go",Django,56,271,59,386,0.44,219,Candidate Master,1,Small Startup (10-50),9,Open Source Contrib,Rarely,2,Surface knowledge,None,Moderate,Average,Motivated,10,Practiced 30+,Occasional,Azure Fundamentals,0,1377,2,No Resume Yet,Alumni Referral,Passive (just LinkedIn),0.52,0,No Offer,No
T3CS1136,Renaissance College,4,CSE,5.84,0,Cybersecurity,Java,"FastAPI, Express, Spring Boot, Flutter",130,38,31,199,0.17,119,Unrated/NA,1,Startup (<10 emp),2,Open Source Contrib,Weekly,5,Surface knowledge,Grokking SD,None,Poor,Motivated,7,Basic (STAR method),Daily Tech Reading,None,5,1439,0,ATS Optimized + Strong,Professor Referral,Active Outreach,0.52,2,No Offer,No
T3CS1137,TIT Bhopal,4,CSE,9.33,0,Backend,"Bash, Go, C++, TypeScript","FastAPI, Flutter",126,120,22,268,0.13,119,LeetCode Knight (near),3,Service Company (Tier-2),4,Team Clone,Monthly,5,Not started,None,Weak,Poor,Highly Motivated,1,Practiced 10+,Weekly Tech Blogs,Google ML Crash Course,0,3180,20,ATS Optimized + Strong,Yes - Weak Referral,None,0.73,4,No Offer,No
T3CS1138,NRI Institute,3,CSE,7.73,1,Cybersecurity,"Bash, JavaScript",Express,112,0,0,112,0.11,0,Top 50% LeetCode,1,No Internship,3,Original Solo,Weekly,1,Not started,None,Moderate,Excellent,Neutral,0,None,Daily Tech Reading,Multiple Certs,3,4857,0,ATS Optimized + Strong,Yes - Strong Referral,None,0.36,0,No Offer,No
T3CS1139,IES IPS Academy,3,CSE,7.66,0,Full Stack,"Bash, SQL, Java, C++, Python","PyTorch, React",107,181,23,311,0.25,0,LeetCode Knight (near),1,No Internship,4,Original Solo,Monthly,10,No idea,Multiple SD Books,Moderate,Excellent,Highly Motivated,0,Practiced 10+,Daily Tech Reading,AWS Certified,5,340,0,No Resume Yet,Yes - Strong Referral,None,0.76,3,No Offer,No
T3CS1140,Truba Institute,3,CSE,8.17,0,Cybersecurity,"TypeScript, Rust, JavaScript","Django, Spring Boot",104,116,0,220,0.33,102,Pupil,1,No Internship,6,Solo Clone,Rarely,1,No idea,Grokking SD,Strong,Average,Low Effort,20,Practiced 30+,Occasional,Meta Frontend Cert,1,2989,5,Average,No Referral,Active Outreach,0.48,5,No Offer,No
T3CS1141,Patel College of Science,2,CSE,9.21,0,Backend,C++,"React, FastAPI, Express, TensorFlow",16,11,32,59,0.14,35,Master,1,Small Startup (10-50),2,Solo Clone,Rarely,2,Knows basics,None,None,Poor,Passive,1,Basic (STAR method),Weekly Tech Blogs,None,0,382,20,ATS Optimized + Strong,Yes - Strong Referral,None,0.36,2,No Offer,No
T3CS1142,Chameli Devi Group,3,CSE,7.07,1,Full Stack,Java,Node.js,83,14,11,108,0.19,107,LeetCode Guardian,1,Small Startup (10-50),5,Team Clone,Rarely,3,Surface knowledge,None,None,Excellent,Motivated,2,Basic (STAR method),Rarely,None,0,1556,5,ATS Optimized + Strong,Yes - Strong Referral,Strong Network,0.56,0,No Offer,No
T3CS1143,Shri Vaishnav Institute,2,CSE,8.55,0,ML/AI,"Rust, JavaScript, TypeScript, Kotlin, Java","Django, TensorFlow, PyTorch, Node.js",260,164,114,538,0.61,545,Specialist (CF),0,Service Company (Tier-2),8,Team Clone,Weekly,10,Surface knowledge,DDIA,Weak,Excellent,Neutral,15,None,Never,AWS Certified,0,299,1,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),0.72,1,No Offer,No
T3CS1144,Malwa Institute,2,CSE,8.05,2,Data Engineering,"Kotlin, Bash, C++","FastAPI, PyTorch",65,71,0,136,0.15,0,LeetCode Knight (near),0,Mid Startup (50-200),2,Original Team,Rarely,0,Surface knowledge,None,Weak,Average,Neutral,20,Practiced 30+,Never,None,2,138,1,ATS Optimized + Strong,No Referral,None,0.81,2,Offer from Mid Company,No
T3CS1145,SIRT Bhopal,4,CSE,6.7,0,Systems,"SQL, Java, C++, Kotlin, Rust, Go","FastAPI, Django, React, Next.js",213,230,70,513,0.44,303,Expert (CF),1,Open Source Contribution Only,8,Original Solo,Weekly,50,Not started,Grokking SD,Weak,Average,Highly Motivated,10,None,Weekly Tech Blogs,GCP Associate,0,358,15,ATS Optimized + Strong,Professor Referral,Active Outreach,1.0,2,No Offer,No
T3CS1146,Renaissance College,2,CSE,9.45,4,Full Stack,TypeScript,Spring Boot,76,161,9,246,0.15,9,LeetCode Guardian,1,Startup (<10 emp),3,Solo Clone,None,1,Surface knowledge,Grokking SD,None,Poor,Neutral,20,None,Occasional,Meta Frontend Cert,0,4931,0,No Resume Yet,Alumni Referral,None,0.93,5,No Offer,No
T3CS1147,LNCT Bhopal,2,CSE,9.09,0,Backend,"Rust, TypeScript, Kotlin",TensorFlow,31,22,0,53,0.13,209,Expert (CF),0,Startup (<10 emp),1,Production Deployed,Monthly,0,Not started,None,Moderate,Average,Neutral,5,Practiced 30+,Rarely,Coursera Specialization,0,1522,0,ATS Optimized,Professor Referral,Active Outreach,0.6,0,No Offer,No
T3CS1148,Bansal College,4,CSE,8.46,0,DevOps,"JavaScript, Go, Kotlin, SQL",Django,130,167,0,297,0.25,202,Newbie,0,Small Startup (10-50),4,Solo Clone,Rarely,2,No idea,Grokking SD,None,Average,Motivated,0,None,Rarely,Meta Frontend Cert,3,3456,10,Weak,Professor Referral,Passive (just LinkedIn),0.57,3,No Offer,No
T3CS1149,Patel College of Science,2,CSE,9.33,0,Cybersecurity,C++,"Django, Spring Boot",91,18,11,120,0.22,213,Master,0,Service Company (Tier-2),5,Original Solo,Monthly,50,Surface knowledge,Grokking SD,Weak,Below Average,Highly Motivated,10,None,Weekly Tech Blogs,None,0,1627,1,Good but not ATS,Professor Referral,Active Outreach,0.63,1,No Offer,No
T3CS1150,SGSITS Indore,3,CSE,9.4,0,Data Engineering,"Kotlin, TypeScript, Java, SQL, Python","PyTorch, FastAPI, Flutter, TensorFlow, Node.js, Express",168,129,61,358,0.5,347,Unrated/NA,0,Startup (<10 emp),7,Research Project,Daily,3,Surface knowledge,None,Moderate,Below Average,Neutral,1,Practiced 30+,Occasional,AWS Certified,0,1303,0,No Resume Yet,No Referral,Strong Network,0.64,0,No Offer,No
T3CS1151,RGPV Bhopal,2,CSE,8.69,0,Systems,"JavaScript, Bash",Flutter,81,81,25,187,0.22,65,Pupil,0,MAANG/FAANG Adjacent,4,Original Team,Rarely,5,Surface knowledge,Grokking + DDIA,None,Good,Motivated,1,Basic (STAR method),Never,Meta Frontend Cert,0,1134,1,ATS Optimized + Strong,Yes - Weak Referral,Strong Network,0.88,0,No Offer,No
T3CS1152,Medicaps University,3,CSE,9.27,0,Backend,"Java, Go, TypeScript, Python","Next.js, Node.js, Flutter, React",61,33,36,130,0.2,271,Unrated/NA,2,No Internship,4,Original Team,Monthly,15,Knows basics,None,None,Excellent,Highly Motivated,30,None,Weekly Tech Blogs,Azure Fundamentals,0,2186,15,Weak,Professor Referral,Strong Network,0.53,3,No Offer,No
T3CS1153,NRI Institute,4,CSE,8.64,0,Full Stack,"C++, Kotlin",Flutter,110,102,9,221,0.38,256,Top 10% LeetCode,1,No Internship,6,Original Solo,Monthly,2,Knows basics well,Multiple SD Books,None,Good,Low Effort,5,None,Occasional,AWS Certified,0,3170,2,Weak,Alumni Referral,Passive (just LinkedIn),0.53,0,No Offer,No
T3CS1154,TIT Bhopal,3,CSE,8.56,1,Data Engineering,"Java, Go, JavaScript",React,161,51,22,234,0.34,44,Pupil,2,Small Startup (10-50),6,Original Team,Daily,15,Surface knowledge,None,Weak,Average,Passive,10,None,Never,AWS Certified,0,3835,3,No Resume Yet,Professor Referral,Active Outreach,0.69,2,No Offer,No
T3CS1155,SGSITS Indore,4,CSE,8.28,0,Data Engineering,"Rust, C++, TypeScript",Node.js,66,62,11,139,0.15,51,Expert (CF),1,Open Source Contribution Only,5,Open Source Contrib,Daily,2,Surface knowledge,Multiple SD Books,Moderate,Good,Low Effort,1,None,Weekly Tech Blogs,GCP Associate,0,2151,3,ATS Optimized + Strong,Yes - Strong Referral,Strong Network,0.37,1,No Offer,No
T3CS1156,SIRT Bhopal,2,CSE,8.89,0,Systems,"Python, Java, C++",Next.js,0,28,0,28,0.12,15,Top 25% LeetCode,3,Service Company (Tier-3),4,Original Solo,Rarely,20,Not started,None,Strong,Good,Neutral,2,None,Books (DSA/System Design),None,5,1237,3,Weak,Professor Referral,None,0.59,3,No Offer,No
T3CS1157,RJIT Gwalior,3,CSE,6.21,0,Cybersecurity,"Java, JavaScript, TypeScript",Node.js,92,111,5,208,0.45,325,Newbie,1,No Internship,9,Original Solo,Rarely,5,Knows basics well,Grokking SD,Weak,Good,Neutral,7,Practiced 10+,Never,Multiple Certs,2,3735,20,No Resume Yet,Alumni Referral,Passive (just LinkedIn),0.8,2,No Offer,No
T3CS1158,Chameli Devi Group,3,CSE,9.46,0,Android/iOS,"TypeScript, Kotlin, Bash, C++",PyTorch,111,112,82,305,0.29,169,Specialist (CF),1,Service Company (Tier-2),5,Open Source Contrib,Weekly,1,Knows basics,Grokking + DDIA,Weak,Average,Motivated,5,Practiced 10+,Never,AWS Certified,1,2834,1,Weak,Yes - Weak Referral,Active Outreach,0.64,0,FAANG Offer,Yes
T3CS1159,RJIT Gwalior,4,CSE,9.42,0,Full Stack,Bash,TensorFlow,191,262,1,454,0.6,39,LeetCode Guardian,1,Open Source Contribution Only,10,Original Team,Weekly,2,No idea,None,Weak,Good,Highly Motivated,15,Practiced 30+,Books (DSA/System Design),AWS Certified,0,4260,0,Good but not ATS,Professor Referral,None,0.76,0,No Offer,No
T3CS1160,Truba Institute,3,CSE,5.63,2,Full Stack,"SQL, Rust, JavaScript, Java, Kotlin, TypeScript, Python","Flutter, Django",238,184,119,541,0.4,47,LeetCode Guardian,0,Mid Startup (50-200),7,Open Source Contrib,Monthly,20,Not started,Grokking + DDIA,Strong,Average,Neutral,30,Practiced 10+,Books (DSA/System Design),Multiple Certs,1,998,2,ATS Optimized,Alumni Referral,Passive (just LinkedIn),0.77,3,Offer from Product Company,No
